CASE_NUMBER;CASE_STATUS;CASE_SUBMITTED;DECISION_DATE;VISA_CLASS;EMPLOYMENT_START_DATE;EMPLOYMENT_END_DATE;EMPLOYER_NAME;EMPLOYER_ADDRESS1;EMPLOYER_ADDRESS2;EMPLOYER_CITY;EMPLOYER_STATE;EMPLOYER_POSTAL_CODE;EMPLOYER_COUNTRY;EMPLOYER_PROVINCE;EMPLOYER_PHONE;EMPLOYER_PHONE_EXT;AGENT_ATTORNEY_NAME;AGENT_ATTORNEY_CITY;AGENT_ATTORNEY_STATE;JOB_TITLE;SOC_CODE;SOC_NAME;NAIC_CODE;TOTAL WORKERS;FULL_TIME_POSITION;PREVAILING_WAGE;PW_UNIT_OF_PAY;PW_WAGE_LEVEL;PW_WAGE_SOURCE;PW_WAGE_SOURCE_YEAR;PW_WAGE_SOURCE_OTHER;WAGE_RATE_OF_PAY;WAGE_UNIT_OF_PAY;H-1B_DEPENDENT;WILLFUL VIOLATOR;WORKSITE_CITY;WORKSITE_COUNTY;WORKSITE_STATE;WORKSITE_POSTAL_CODE;;;;
I-200-15196-507112;CERTIFIED;16.07.2015;22.07.2015;H-1B;08/15/2015;08/14/2018;MORGAN STANLEY & CO LLC;1585 BROADWAY;SUITE 320;NEW YORK;NY;10036;UNITED STATES OF AMERICA;N/A;2127619457;;SARAH HAWK;RALEIGH;NC;DEVELOPER - JAVA/SCALA;15-1133;SOFTWARE DEVELOPERS, SYSTEMS SOFTWARE;523110;1;Y;113693;Year;Level III;OES;2015;OFLC ONLINE DATA CENTER;115000 -;Year;N;N;NEW YORK;NEW YORK;NY;10019;;;;
I-200-15196-507794;CERTIFIED;15.07.2015;21.07.2015;H-1B;07/31/2015;07/30/2018;TECH MAHINDRA (AMERICAS),INC.;4965 PRESTON PARK BOULEVARD;SUITE # 500;PLANO;TX;75093;UNITED STATES OF AMERICA;N/A;9729912900;;PRISCILLA MUHLENKAMP;WASHINGTON;DC;SYSTEMS ANALYST;15-1121;COMPUTER SYSTEMS ANALYSTS;541511;1;Y;64043;Year;Level II;OES;2015;OFLC ONLINE DATA CENTER;64043 -;Year;Y;N;ATLANTA;FULTON;GA;30339;;;;
I-200-15196-507842;CERTIFIED;15.07.2015;21.07.2015;H-1B;08.01.2015;07/31/2018;INDIANA UNIVERSITY;POPLARS 221;400 E SEVENTH ST;BLOOMINGTON;IN;47405;UNITED STATES OF AMERICA;N/A;8128559086;;PRISCILLA MUHLENKAMP;WASHINGTON;DC;LECTURER;25-1063;ECONOMICS TEACHERS, POSTSECONDARY;611310;1;Y;52050;Year;Level I;OES;2015;OFLC ONLINE DATA CENTER;65000 -;Year;N;N;SOUTH BEND;ST JOSEPH;IN;46634;;;;
I-200-15196-508028;CERTIFIED;15.07.2015;21.07.2015;H-1B;09.01.2015;08/30/2018;PRELUDE SYSTEMS, INC.;5 CORPORATE PARK, SUITE 140;SUITE 320;IRVINE;CA;92606;UNITED STATES OF AMERICA;N/A;9493905488;;MARK POPIEL;BUFFALO;NY;PROGRAMMER ANALYST;15-1132;SOFTWARE DEVELOPERS, APPLICATIONS;541511;1;Y;57512.00;Year;Level I;OES;2015;OFLC ONLINE DATA CENTER;77900 -;Year;Y;N;AUSTIN;TRAVIS;TX;78751;;;;
I-200-15196-509008;CERTIFIED;15.07.2015;21.07.2015;H-1B;08.03.2015;08.03.2018;BRILLIO, LLC;100 TOWN SQUARE PLACE;STE 308;JERSEY CITY;NJ;7310;UNITED STATES OF AMERICA;N/A;9738895237;;LINDA KIM;ALAMEDA;CA;SENIOR TECHNICAL ENGINEER;15-1199;COMPUTER OCCUPATIONS, ALL OTHERS;541519;2;Y;46301.00;Year;Level I;Other;2015;OFLC ONLINE DATA CENTER;85000.00 -;Year;Y;N;LOS ANGELES;LOS ANGELES;CA;90013;;;;
I-200-15196-511018;CERTIFIED;15.07.2015;21.07.2015;H-1B;07/16/2015;07/15/2018;EMC CORPORATION;176 SOUTH STREET;N/A;HOPKINTON;MA;1748;UNITED STATES OF AMERICA;N/A;5084351000;;JOHN L'ESPERANCE;BOCA RATON;FL;MANAGER, PRODUCT MANAGEMENT;13-1081;LOGISTICIANS;541511;1;Y;88317.00;Year;Level III;OES;2015;OFLC ONLINE DATA CENTER;115650 - 156150;Year;N;N;SAN FRANCISCO;SAN FRANCISCO;CA;94103;;;;
I-200-15196-514006;CERTIFIED;15.07.2015;21.07.2015;H-1B;07/15/2015;07/14/2018;WIPRO LIMITED;2 TOWER CENTER BLVD;SUITE 2200;EAST BRUNSWICK;NJ;8816;UNITED STATES OF AMERICA;N/A;7325091586;;PRISCILLA MUHLENKAMP;WASHINGTON;DC;SYSTEM ADMINISTRATOR;15-1142;NETWORK AND COMPUTER SYSTEMS ADMINISTRATORS;541511;2;Y;61880;Year;Level II;OES;2015;OFLC ONLINE DATA CENTER;61880 -;Year;Y;N;WAUKEGAN;LAKE;IL;60085;;;;
I-200-15196-514159;CERTIFIED;31.07.2015;06.08.2015;H-1B;08/15/2015;04.12.2018;UNIVERSITY OF UTAH;201 S. PRESIDENTS CIRCLE, ROOM 309;SUITE 320;SALT LAKE CITY;UT;84112;UNITED STATES OF AMERICA;N/A;8015857002;;PRISCILLA MUHLENKAMP;WASHINGTON;DC;POSTDOCTORAL FELLOW;19-1042;MEDICAL SCIENTISTS, EXCEPT EPIDEMIOLOGISTS;611310;1;Y;41267.00;Year;Level I;Other;2015;OFLC ONLINE DATA CENTER;43848 -;Year;N;N;SALT LAKE CITY;SALT LAKE;UT;84132;;;;
I-200-15196-514763;CERTIFIED;15.07.2015;21.07.2015;H-1B;07/21/2015;07/20/2018;KPIT INFOSYSTEMS, INC.;379 THORNALL STREET;;EDISON;NJ;8837;UNITED STATES OF AMERICA;;7323210921;;RAMESH GURNANI;EDISON;NJ;IT CONSULTANT (SAP);15-1132;SOFTWARE DEVELOPERS, APPLICATIONS;541511;1;Y;59010;Year;Level I;OES;2015;OFLC ONLINE DATA CENTER;89857 -;Year;Y;N;PHOENIX;MARICOPA;AZ;85034;;;;
I-200-15196-515588;CERTIFIED;20.07.2015;24.07.2015;H-1B;09/25/2015;09/24/2018;MURPHY-BROWN LLC;434 EAST MAIN STREET;SUITE 320;WAVERLY;VA;23890;UNITED STATES OF AMERICA;N/A;8048341218;;SUZAN KERN;WASHINGTON;DC;HUMAN RESOURCES GENERALIST;13-1071;HUMAN RESOURCES SPECIALISTS;112210;1;Y;48000.00;Year;Level II;Other;2014;US MBD MERCER BENCHMARK DATABASE HUMAN RESOURCES SURVEY;48000 - 65048;Year;N;N;WAVERLY;SUSSEX;VA;23890;;;;
I-200-15196-516300;CERTIFIED;15.07.2015;21.07.2015;H-1B;07/15/2015;07/15/2018;RESOURCE POINT, LLC;3221 W. BIG BEAVER ROAD;SUITE 117;TROY;MI;48084;UNITED STATES OF AMERICA;;2486495600;11;JOHN CLEMENT;TROY;MI;PROGRAMMER ANALYST;15-1132;SOFTWARE DEVELOPERS, APPLICATIONS;541511;1;Y;40.74;Hour;Level I;OES;2015;OFLC ONLINE DATA CENTER;40.74 -;Hour;Y;N;BOTHELL;KING;WA;98011;;;;
I-200-15196-516896;CERTIFIED;15.07.2015;21.07.2015;H-1B;07/15/2015;02.08.2016;ISYNC SOLUTIONS INC;41 UNIVERSITY DRIVE;SUITE # 400;NEWTOWN;PA;18940;UNITED STATES OF AMERICA;;2158092070;;ADAM FRANK;BETHESDA;MD;PROGRAMMER ANALYST;15-1121;COMPUTER SYSTEMS ANALYSTS;541511;1;Y;59717;Year;Level I;OES;2015;OFLC ONLINE DATA CENTER;69000 -;Year;Y;N;NEWTOWN;BUCKS;PA;18940;;;;
I-200-15196-516925;CERTIFIED;22.07.2015;28.07.2015;H-1B;07/22/2015;07/14/2018;TATA CONSULTANCY SERVICES LIMITED;9201 CORPORATE BOULEVARD;SUITE 320;ROCKVILLE;MD;20850;UNITED STATES OF AMERICA;;3012319083;;VIC GOEL;RESTON;VA;DEVELOPER - USER INTERFACE;15-1134;WEB DEVELOPERS;541511;1;Y;71864.00;Year;Level III;OES;2015;OFLC ONLINE DATA CENTER;74000 -;Year;Y;N;IRVINE;ORANGE;CA;92618;;;;
I-200-15196-518947;CERTIFIED;11.09.2015;17.09.2015;H-1B;10.01.2015;09/30/2018;LOUISIANA-PACIFIC CORPORATION;414 UNION STREET;STE. 2000;NASHVILLE;TN;37219;UNITED STATES OF AMERICA;;6159865895;;HON-VINH DUONG;NASHVILLE;TN;DESIGN ENGINEER;17-2051;CIVIL ENGINEERS;321999;1;Y;74880.00;Year;Level II;OES;2015;OFLC ONLINE DATA CENTER;74880.00 -;Year;N;N;NASHVILLE;DAVIDSON;TN;37219;;;;
I-200-15196-518951;CERTIFIED;15.07.2015;21.07.2015;H-1B;07/15/2015;07/14/2018;LEAD IT CORPORATION;1999 WABASH AVENUE, SUITE 210;;SPRINGFIELD;IL;62704;UNITED STATES OF AMERICA;;2177267250;;LIZETH CASTILLO;NEW YORK;NY;PROGRAMMER ANALYST;15-1132;SOFTWARE DEVELOPERS, APPLICATIONS;541511;1;Y;40269;Year;Level I;OES;2015;OFLC ONLINE DATA CENTER;65000 -;Year;Y;N;ERIE;ERIE;PA;16530;;;;
I-200-15196-519423;CERTIFIED;23.07.2015;29.07.2015;H-1B;07/27/2015;07/26/2018;PRICEWATERHOUSECOOPERS ADVISORY SERVICES LLC;4040 WEST BOY SCOUT BLVD.;MS-03D;TAMPA;FL;33607;UNITED STATES OF AMERICA;;8133487000;;LINDSEY BALDWIN;TORONTO;PA;ADVISORY MANAGER;15-1121;COMPUTER SYSTEMS ANALYSTS;541611;1;Y;80766;Year;Level IV;OES;2015;OFLC ONLINE DATA CENTER;162000 -;Year;N;N;HAWESVILLE;HANCOCK;KY;42348;;;;
I-200-15196-519660;CERTIFIED;15.07.2015;21.07.2015;H-1B;07/16/2015;07/16/2018;SUN TECHNOLOGIES, INC.;3700 MANSELL ROAD;STE. 125;ALPHARETTA;GA;30022;UNITED STATES OF AMERICA;;7706430622;;MICHAEL PISTON;ROCHESTER HILLS;MI;SYSTEMS TECHNICAL LEAD;15-1142;NETWORK AND COMPUTER SYSTEMS ADMINISTRATORS;541511;1;Y;67933.00;Year;Level IV;OES;2015;OFLC ONLINE DATA CENTER;87200.00 -;Year;N;N;FORT WAYNE;ALLEN;IN;46825;;;;
I-200-15196-520088;CERTIFIED;15.07.2015;21.07.2015;H-1B;07/15/2015;07/14/2018;RANDSTAD TECHNOLOGIES, LP;150 PRESIDENTIAL WAY;THIRD FLOOR;WOBURN;MA;1801;UNITED STATES OF AMERICA;N/A;7819391660;;YOAV TADMOR;WORCESTER;MA;PROJECT MANAGER;Nov 21;COMPUTER AND INFORMATION SYSTEMS MANAGERS;541511;1;Y;113880;Year;Level II;OES;2015;OFLC ONLINE DATA CENTER;120000 -;Year;N;N;LINCOLN;PROVIDENCE;RI;2865;;;;
I-200-15196-520145;CERTIFIED;15.07.2015;21.07.2015;H-1B;10.01.2015;09/29/2018;INFOSYS LIMITED;6100 TENNYSON PARKWAY;SUITE 200;PLANO;TX;75024;UNITED STATES OF AMERICA;N/A;4694672608;;LAURIE SNIDER;DALLAS;TX;TECHNOLOGY LEAD - US;15-1121;COMPUTER SYSTEMS ANALYSTS;541511;1;Y;69971;Year;Level II;OES;2015;OFLC ONLINE DATA CENTER;73673 -;Year;Y;N;NORTHBROOK;COOK;IL;60062;;;;
I-200-15196-522641;CERTIFIED;15.07.2015;21.07.2015;H-1B;12.01.2015;11/30/2018;WASHINGTON UNIVERSITY IN ST. LOUIS;ONE BROOKINGS DRIVE;;ST. LOUIS;MO;63130;UNITED STATES OF AMERICA;;3149355910;;LAURIE SNIDER;DALLAS;TX;POSTDOCTORAL RESEARCH ASSOCIATE;19-1042;MEDICAL SCIENTISTS, EXCEPT EPIDEMIOLOGISTS;611310;1;Y;41267.00;Year;Level I;OES;2015;OFLC ONLINE DATA CENTER;45432 -;Year;N;N;SAINT LOUIS;SAINT LOUIS;MO;63110;;;;
I-200-15196-524084;CERTIFIED;15.07.2015;21.07.2015;H-1B;08.03.2015;08.02.2018;HIGH QUARTILE, LLC;305 AVANTI CT;N/A;O'FALLON;MO;63368;UNITED STATES OF AMERICA;N/A;6365420283;;VIVEK MALIK;SAINT PETERS;MO;SOFTWARE ENGINEER;15-1132;SOFTWARE DEVELOPERS, APPLICATIONS;541511;1;Y;78957.00;Year;Level II;OES;2015;OFLC ONLINE DATA CENTER;92000.00 - 92000.00;Year;N;N;O'FALLON;SAINT CHARLES;MO;63368;;;;
I-200-15196-524351;CERTIFIED;15.07.2015;21.07.2015;H-1B;07/30/2015;06/20/2018;CENTURY AVIATION, LLC;9435 WATERSTONE BLVD. SUITE #140;;CINCINNATI;OH;45249;UNITED STATES OF AMERICA;;5134453402;;SUNILA DUTT;ASHBURN;VA;MECHANICAL DESIGN ENGINEER;17-2141;MECHANICAL ENGINEERS;541511;1;Y;55619.00;Year;Level II;OES;2015;OFLC ONLINE DATA CENTER;61000 -;Year;N;N;MIAMI;MIAMI-DADE;FL;33172;;;;
I-200-15196-524543;CERTIFIED;15.07.2015;21.07.2015;H-1B;07/15/2015;07/14/2018;WIPRO LIMITED;2 TOWER CENTER BLVD;SUITE 2200;EAST BRUNSWICK;NJ;8816;UNITED STATES OF AMERICA;N/A;7325091586;104;;;;BUSINESS SYSTEM ANALYST;15-1121;COMPUTER SYSTEMS ANALYSTS;541511;1;Y;67829;Year;Level II;OES;2015;OFLC ONLINE DATA CENTER;67829 -;Year;Y;N;GREENSBORO;GUILFORD;NC;27455;;;;
I-200-15196-524649;CERTIFIED;17.07.2015;23.07.2015;H-1B;07/17/2015;07.09.2018;TATA CONSULTANCY SERVICES LIMITED;9201 CORPORATE BOULEVARD;SUITE 320;ROCKVILLE;MD;20850;UNITED STATES OF AMERICA;N/A;3012319083;;PRISCILLA MUHLENKAMP;WASHINGTON;DC;ARCHITECT;15-1199;COMPUTER OCCUPATIONS, ALL OTHER;541511;1;Y;66477;Year;Level II;OES;2015;OFLC ONLINE DATA CENTER;67700 -;Year;Y;N;HIGHLAND HILLS;CUYAHOGA;OH;44122;;;;
I-200-15196-526404;CERTIFIED;15.07.2015;21.07.2015;H-1B;07/17/2015;07/15/2018;RESOURCE AMERICA INFORMATION TECHNOLOGY, INC.;2638 HWY 109;SUITE # 202;WILDWOOD;MO;63040;UNITED STATES OF AMERICA;;6362731111;222;LAWRENCE RUDNICK;PHILADELPHIA;PA;COMPUTER PROGRAMMER;15-1131;COMPUTER PROGRAMMERS;541511;1;Y;52541.00;Year;Level I;OES;2015;OFLC ONLINE DATA CENTER;60000 -;Year;Y;N;RICHMOND;GOOCHLAND;VA;23238;;;;
I-200-15196-526708;CERTIFIED-WITHDRAWN;23.07.2015;25.08.2015;H-1B;07/29/2015;07/29/2018;HEALTH REPUBLIC INSURANCE OF NEW YORK CORP.;30 BROAD STREET;;NEW YORK;NY;10004;UNITED STATES OF AMERICA;;6466813383;;EVE GUILLERGAN;NEW YORK;NY;SOFTWARE SOLUTIONS DEVELOPER;15-1132;SOFTWARE DEVELOPERS, APPLICATIONS;524114;1;Y;111114.00;Year;Level III;OES;2015;OFLC ONLINE DATA CENTER;127500 -;Year;N;N;NEW YORK;NEW YORK;NY;10004;;;;
I-200-15196-527501;CERTIFIED;17.07.2015;23.07.2015;H-1B;07/27/2015;07/26/2018;GFI SECURITIES LLC;55 WATER STREET;;NEW YORK;NY;10041;UNITED STATES OF AMERICA;;2129684100;;MEGAN O'CONNOR;NEW YORK;NY;SENIOR BROKER, EMERGING MARKET FX OPTIONS;Nov 31;FINANCIAL MANAGERS;523120;1;Y;147805.00;Year;Level II;Other;2015;OFLC ONLINE DATA CENTER;350000 -;Year;N;N;NEW YORK;NEW YORK;NY;10041;;;;
I-200-15196-528245;CERTIFIED;15.07.2015;21.07.2015;H-1B;07/27/2015;07/27/2018;SMART SOURCE TECHNOLOGIES, INC.;622 GEORGES ROAD, SUITE 203;;NORTH BRUNSWICK;NJ;8902;UNITED STATES OF AMERICA;;7327297700;;LAURIE SNIDER;DALLAS;TX;SOFTWARE DEVELOPER/ENGINEER;15-1132;SOFTWARE DEVELOPERS, APPLICATIONS;541511;2;Y;63877.00;Year;Level I;OES;2015;OFLC ONLINE DATA CENTER;75000 -;Year;Y;N;NORTH BRUNSWICK;MIDDLESEX;NJ;8902;;;;
I-200-15196-528470;CERTIFIED;15.07.2015;21.07.2015;H-1B;07/15/2015;07/15/2018;NOVEDEA SYSTEMS, INC.;1750 N. COLLINS BLVD;SUITE 212;RICHARDSON;TX;75080;UNITED STATES OF AMERICA;;9729180900;;KAVITHA AKULA;DALLAS;TX;SENIOR DATA SCIENTIST;15-1111;COMPUTER AND INFORMATION RESEARCH SCIENTISTS;541511;1;Y;108243.00;Year;Level III;OES;2015;OFLC ONLINE DATA CENTER;130000 -;Year;N;N;BOSTON;SUFFOLK;MA;2110;;;;
I-200-15196-528619;CERTIFIED;23.09.2015;29.09.2015;H-1B;12/20/2015;12/19/2018;NEUSTAR, INC.;21575 RIDGETOP CIRCLE;SUITE 320;STERLING;VA;20166;UNITED STATES OF AMERICA;N/A;5714345738;;JOHN QUILL;BOSTON;MA;BUSINESS SYSTEMS ANALYSIS MANAGER;15-1121;COMPUTER SYSTEMS ANALYSTS;518210;1;Y;83782.00;Year;Level II;OES;2015;OFLC ONLINE DATA CENTER;83782 - 120000;Year;N;N;STERLING;LOUDOUN;VA;20166;;;;
I-200-15196-530360;CERTIFIED;15.07.2015;21.07.2015;H-1B;07/15/2015;07/14/2018;FUJITSU AMERICA, INC.;2821 TELECOM PARKWAY;MSA3E;RICHARDSON;TX;75082;UNITED STATES OF AMERICA;;8009446055;;JAMES ALEXANDER;WASHINGTON;DC;DATABASE ADMINISTRATOR;15-1141;DATABASE ADMINISTRATORS;541510;6;Y;79664.00;Year;Level III;OES;2015;OFLC ONLINE DATA CENTER;79664.00 -;Year;N;N;BALA CYNWYD;MONTGOMERY;PA;19004;;;;
I-200-15196-530554;CERTIFIED;15.07.2015;21.07.2015;H-1B;07/20/2015;07/19/2018;CSC COVANSYS CORPORATION;3170 FAIRVIEW PARK DRIVE;SUITE 320;FALLS CHURCH;VA;22042;UNITED STATES OF AMERICA;N/A;7036413018;;PRISCILLA MUHLENKAMP;WASHINGTON;DC;PROFESSIONAL: PROJECT MANAGEMENT;15-1199;COMPUTER OCCUPATIONS, ALL OTHER;541511;1;Y;53706;Year;Level I;OES;2015;OFLC ONLINE DATA CENTER;53706 -;Year;N;N;DES PLAINES;COOK;IL;60016;;;;
I-200-15196-530833;CERTIFIED;15.07.2015;21.07.2015;H-1B;07/15/2015;07/14/2018;FUJITSU AMERICA, INC.;2821 TELECOM PARKWAY;SUITE 320;RICHARDSON;TX;75082;UNITED STATES OF AMERICA;N/A;8009446055;;PRISCILLA MUHLENKAMP;WASHINGTON;DC;COMPUTER SOFTWARE ENGINEER, APPLICATIONS;15-1132;SOFTWARE DEVELOPERS, APPLICATIONS;541510;9;Y;75269.00;Year;Level III;Other;2015;RADFORD GLOBAL TECHNOLOGY SURVEY;75269.00 -;Year;N;N;RICHARDSON;COLLIN;TX;75082;;;;
I-200-15196-531184;CERTIFIED;20.07.2015;24.07.2015;H-1B;07/20/2015;07/14/2018;TATA CONSULTANCY SERVICES LIMITED;9201 CORPORATE BOULEVARD;SUITE 320;ROCKVILLE;MD;20850;UNITED STATES OF AMERICA;;3012319083;;VIC GOEL;RESTON;VA;DESIGNER;15-1121;COMPUTER SYSTEMS ANALYSTS;541511;1;Y;64043.00;Year;Level II;OES;2015;OFLC ONLINE DATA CENTER;75500 -;Year;Y;N;ATLANTA;FULTON;GA;30354;;;;
I-200-15196-532481;CERTIFIED;15.07.2015;21.07.2015;H-1B;07/22/2015;06/15/2018;IBM INDIA PRIVATE LIMITED;3039 CORNWALLIS ROAD;SUITE 320;DURHAM;NC;27709;UNITED STATES OF AMERICA;N/A;9192541561;;PRISCILLA MUHLENKAMP;WASHINGTON;DC;SENIOR CONSULTANT;15-1121;COMPUTER SYSTEMS ANALYSTS;541510;1;Y;77147;Year;Level II;OES;2015;OFLC ONLINE DATA CENTER;77604 - 84365;Year;N;N;WAYNE;DELAWARE;PA;19087;;;;
I-200-15196-533011;CERTIFIED;15.07.2015;21.07.2015;H-1B;07/27/2015;07/27/2018;SMART SOURCE TECHNOLOGIES, INC.;622 GEORGES ROAD, SUITE 203;38TH FLOOR;NORTH BRUNSWICK;NJ;8902;UNITED STATES OF AMERICA;;7327297700;;GRANT SOVERN;MADISON;WI;SOFTWARE DEVELOPER/ENGINEER;15-1132;SOFTWARE DEVELOPERS, APPLICATIONS;541511;1;Y;63877.00;Year;Level I;OES;2015;OFLC ONLINE DATA CENTER;75000 -;Year;Y;N;NORTH BRUNSWICK;MIDDLESEX;NJ;8902;;;;
I-200-15196-533217;CERTIFIED;15.07.2015;21.07.2015;H-1B;07/15/2015;07/15/2018;MASTECH, INC., A MASTECH HOLDINGS, INC. COMPANY;1305 CHERRINGTON PARKWAY;BUILDING 210, SUITE 400;MOON TOWNSHIP;PA;15108;UNITED STATES OF AMERICA;N/A;4127872100;9553;PRISCILLA MUHLENKAMP;WASHINGTON;DC;SENIOR SOFTWARE DEVELOPER;15-1132;SOFTWARE DEVELOPERS, APPLICATIONS;541511;6;Y;71718;Year;Level III;OES;2015;OFLC (ONLINE DATA CENTER);71718 - 86718;Year;Y;N;FRANKFORT;FRANKLIN;KY;40601;;;;
I-200-15196-533615;CERTIFIED;15.07.2015;21.07.2015;H-1B;08/15/2015;08/14/2018;ST. JUDE CHILDREN'S RESEARCH HOSPITAL;262 DANNY THOMAS PLACE;MAIL STOP 507;MEMPHIS;TN;38105;UNITED STATES OF AMERICA;N/A;9015954595;;PRISCILLA MUHLENKAMP;WASHINGTON;DC;POSTDOC RECRUITER;13-1071;HUMAN RESOURCES SPECIALISTS;622310;1;Y;49046.00;Year;Level II;OES;2015;OFLC ONLINE DATA CENTER;52779 - 81809;Year;N;N;MEMPHIS;SHELBY;TN;38105;;;;
I-200-15196-534560;CERTIFIED;15.07.2015;21.07.2015;H-1B;07/15/2015;07/14/2018;TECHGENE SOLUTIONS, LLC;300 EAST ROYAL LANE;SUITE 109;IRVING;TX;75039;UNITED STATES OF AMERICA;;9725800247;104;KIMBERLY HARRISON-DONALDSON;COLUMBUS;OH;SYSTEMS ANALYST;15-1121;COMPUTER SYSTEMS ANALYSTS;541511;1;Y;69805;Year;Level I;OES;2015;OFLC ONLINE DATA CENTER;70000 -;Year;Y;N;SANTA CLARA;SANTA CLARA;CA;95054;;;;
I-200-15196-534838;CERTIFIED;16.07.2015;22.07.2015;H-1B;07/26/2015;07/24/2018;INFOSYS LIMITED;6100 TENNYSON PARKWAY;SUITE 200;PLANO;TX;75024;UNITED STATES OF AMERICA;N/A;4694672608;;LAWRENCE RUDNICK;PHILADELPHIA;PA;TECHNICAL TEST LEAD - US;15-1199;COMPUTER OCCUPATIONS, ALL OTHER;541511;1;Y;59426.00;Year;Level II;OES;2015;OFLC ONLINE DATA CENTER;71964 -;Year;Y;N;MERRIMACK;HILLSBOROUGH;NH;3054;;;;
I-200-15196-535033;CERTIFIED;15.07.2015;21.07.2015;H-1B;08.01.2015;07/31/2018;AEGIS CARDIOVASCULAR RESEARCH FOUNDATION, INC.;21097 NE 27TH COURT, SUITE 480;SUITE 320;AVENTURA;FL;33180;UNITED STATES OF AMERICA;N/A;7864281059;;NISHAN MAHENDRAN;PEMBROKE PINES;FL;POSTDOCTORAL RESEARCH FELLOW;19-1042;MEDICAL SCIENTISTS, EXCEPT EPIDEMIOLOGISTS;541710;1;N;21.13;Hour;Level I;OES;2015;OFLC ONLINE DATA CENTER;21.15 -;Hour;N;N;AVENTURA;DADE;FL;33180;;;;
I-200-15196-535355;CERTIFIED;15.07.2015;21.07.2015;H-1B;07/15/2015;07/14/2018;HCL GLOBAL SYSTEMS INC;24543 INDOPLEX CIRCLE;SUITE 220;FARMINGTON HILLS;MI;48335;UNITED STATES OF AMERICA;;2484730720;100;;;;SYSTEMS ANALYST;15-1121;COMPUTER SYSTEMS ANALYSTS;541511;1;Y;30.67;Hour;Level II;Other;2015;OFLC ONLINE DATA CENTER;30.67 -;Hour;Y;N;OMAHA;DOUGLAS;NE;68102;;;;
I-200-15196-535429;CERTIFIED;16.07.2015;22.07.2015;H-1B;07/27/2015;07/27/2018;ACCENTURE LLP;161 N CLARK ST;N/A;CHICAGO;IL;60601;UNITED STATES OF AMERICA;N/A;9133191577;;NANCY NEMETH;CHICAGO;IL;HYBRIS TECHNICAL CONSULTANT;15-1132;SOFTWARE DEVELOPERS, APPLICATIONS;5416;1;Y;75338.00;Year;Level II;OES;2015;OFLC ONLINE DATA CENTER;100000 -;Year;N;N;ATLANTA;FULTON;GA;30308;;;;
I-200-15196-535857;CERTIFIED;15.07.2015;21.07.2015;H-1B;07/15/2015;07/15/2018;CES USA INC.;235 REMINGTON BLVD;SUITE H;BOLING BROOK;IL;60440;UNITED STATES OF AMERICA;N/A;6302968939;;SAMUEL ALEMU;SCHAUMBURG;IL;SOFTWARE PROGRAMMER;15-1132;SOFTWARE DEVELOPERS, APPLICATIONS;541511;1;Y;50856.00;Year;Level I;OES;2015;OFLC ONLINE DATA CENTER;61000 -;Year;Y;N;BOLING BROOK;WILL;IL;60440;;;;
I-200-15196-535898;CERTIFIED;21.07.2015;27.07.2015;H-1B;07/28/2015;07/27/2018;MINDTREE LIMITED;25 INDEPENDENCE BLVD;N/A;WARREN;NJ;7059;UNITED STATES OF AMERICA;N/A;4089159237;;ALEXANDRA BRANZBURG;BOSTON;MA;TEST SPECIALIST;15-1199;COMPUTER OCCUPATIONS, ALL OTHER;541511;20;Y;65770.00;Year;Level I;OES;2015;OFLC ONLINE DATA CENTER;65770 -;Year;Y;N;SAN JOSE;SANTA CLARA;CA;95134;;;;
I-200-15196-536434;CERTIFIED;15.07.2015;21.07.2015;H-1B;07/15/2015;07/14/2018;WIPRO LIMITED;2 TOWER CENTER BLVD;SUITE 2200;EAST BRUNSWICK;NJ;8816;UNITED STATES OF AMERICA;N/A;7325091586;;LAURIE SNIDER;DALLAS;TX;PROGRAMMER ANALYST;15-1131;COMPUTER PROGRAMMERS;541511;4;Y;60000;Year;Level II;OES;2015;OFLC ONLINE DATA CENTER;60000 -;Year;Y;N;LEXINGTON;FAYETTE;KY;40511;;;;
I-200-15196-536980;CERTIFIED;15.07.2015;21.07.2015;H-1B;07/22/2015;07/22/2018;QUINNOX, INC.;2056 WESTINGS AVENUE;STE. 190;NAPERVILLE;IL;60563;UNITED STATES OF AMERICA;N/A;6303881122;;MICHAEL PISTON;ROCHESTER HILLS;MI;PROGRAMMER ANALYST;15-1132;SOFTWARE DEVELOPERS, APPLICATIONS;541519;1;Y;66518.00;Year;Level II;OES;2015;OFLC ONLINE DATA CENTER;67500.00 -;Year;Y;N;LINCOLNSHIRE;LAKE;IL;60069;;;;
I-200-15196-537229;CERTIFIED;16.07.2015;22.07.2015;H-1B;07/26/2015;07/24/2018;INFOSYS LIMITED;6100 TENNYSON PARKWAY;SUITE 200;PLANO;TX;75024;UNITED STATES OF AMERICA;N/A;4694672608;;;;;TECHNOLOGY ANALYST - US;15-1121;COMPUTER SYSTEMS ANALYSTS;541511;1;Y;46218;Year;Level I;OES;2015;OFLC ONLINE DATA CENTER;65463 -;Year;Y;N;SALT LAKE CITY;SALT LAKE;UT;84184;;;;
